0 -3.6904 -3.1595 -1.5468 -0.54198 -3.6999
1 -2.9115 -2.7975 -1.6708 -0.19064 -1.1266
2 -4.3599 -2.7235 -0.93419 -1.6624 -3.9508
3 -3.5508 -2.5717 -0.90375 -1.6638 -3.4713
4 -3.5981 -0.64783 -1.2446 -1.0851 -3.5117
5 -2.7528 -0.59543 -2.8557 -1.7408 -3.4572
6 -3.6206 -3.1719 -1.7735 -1.013 -2.8872
7 -4.1503 -2.3238 -0.48674 -1.5634 -3.1923
8 -3.5319 -1.7196 -0.1186 -1.6387 -2.9454
9 -4.0728 -3.3695 -1.5906 -0.76346 -3.3792
10 -4.9803 -3.9475 -1.4836 -1.1494 -3.0926
11 -3.2223 -3.5647 -2.1556 -0.92728 -2.3707
12 -3.6457 -2.6157 -1.3737 0.13359 -1.4121
13 -3.567 -2.421 -1.3512 -1.4817 -3.0443
14 -3.7451 -3.592 -2.1261 -1.6917 -3.8476
15 -3.5471 -3.4194 -2.3716 0.8699 -2.2599
16 -4.1008 -1.5493 0.096877 -1.4446 -2.981
17 -3.4687 -5.1051 -8.9213 -1.6902 -3.9695
18 -2.496 -2.9467 -2.0287 -0.032243 -2.3256
19 -3.6291 -1.9274 -0.94047 -1.9366 -3.2279
