0 -0.56974 -31.643 6.548 14.987 -29.655
1 -22.551 -31.611 5.5241 14.654 -30.271
2 10.984 -31.091 3.5525 14.955 -29.076
3 -25.214 -29.559 -25.978 3.2423 -28.918
4 6.8947 21.808 8.8189 11.836 -26.191
5 -4.4839 -31.357 6.5282 15.233 -27.354
6 -7.1401 11.58 12.571 12.649 -28.237
7 5.1729 -27.373 -25.103 -0.65127 -30.501
8 -8.3011 -31.993 7.4424 14.854 -30.455
9 -24.871 -30.237 9.2388 -24.829 -30.452
10 -25.02 -31.187 13.819 15.308 9.6747
11 -0.89998 -1.2515 -0.65823 16.466 -30.776
12 20.338 -1.8684 -25.739 13.611 8.5613
