0 -4.7332 1.5374 8.518 3.9676 -3.7848
1 -2.3764 -9.2196 8.5847 10.283 -5.0682
2 -0.46534 5.0903 5.495 6.9606 5.4899
3 -3.4769 -7.9854 2.2171 7.3782 -3.5945
4 2.8565 -2.3561 7.3625 7.1171 0.17642
5 -1.4538 4.7388 8.5389 4.4716 2.6072
6 1.7673 -5.6806 7.9305 10.503 -1.4027
7 -1.2898 1.0231 -0.09919 4.2357 -0.019337
8 4.0872 1.1308 1.5117 6.0962 -2.0321
9 5.0722 9.6195 4.3896 7.0999 0.50625
10 3.4078 -7.4223 4.0311 1.7529 -3.5493
11 -3.8836 -1.0203 7.2192 8.4808 -5.068
12 4.5323 -7.7566 -2.4875 2.5984 -1.8762
13 -3.8804 -2.9023 7.4014 11.912 -1.1052
14 0.14486 0.057416 0.93277 -0.11511 0.36902
15 1.2958 6.3318 3.6165 -1.5544 -3.416
16 3.7421 1.0423 -5.7095 4.7277 -1.6606
17 -1.2688 -3.0603 4.0158 3.3204 4.3426
18 1.26 -0.58361 -1.1954 5.3945 0.44942
19 -2.5775 -3.8616 5.9713 5.9538 4.4199
20 2.7187 -6.962 -4.2801 -4.4692 -2.9351
21 -0.093726 7.9284 1.7459 11.426 -3.2207
22 3.747 -7.0303 -3.6768 5.0221 -0.57095
23 -1.6307 4.9885 9.5998 10.39 5.1316
24 -1.0521 9.9554 4.855 9.4906 -4.7401
25 -2.1625 -1.2192 6.0927 0.3248 0.3432
26 1.2541 -2.9075 -1.0127 6.4209 -0.75737
27 -0.66247 0.094324 0.90301 4.3473 1.8761
28 4.192 -1.3242 4.1691 -5.7146 2.6007
29 -0.42823 -3.7045 -0.0062219 4.7223 -3.316
30 0.96046 -4.9189 2.5885 2.5285 5.6477
31 -1.3797 -5.1375 2.5261 1.304 4.2785
32 -4.7395 -5.7191 -2.1719 4.5987 -0.73871
