0 -29.922 -16.449 -30.113 -1.2113 -8.2643 -7.3061 -25.256 -8.4724
1 -28.024 -31.651 -17.955 -19.107 -18.33 -24.08 -4.7945 -31.686
2 -22.775 -27.4 -29.586 -22.012 -8.2736 -9.8433 7.0358 -28.312
3 -25.474 -30.02 -20.617 -20.115 -7.136 -19.953 0.18836 -27.119
4 -24.272 -28.882 -28.563 -25.397 -11.445 -17.312 3.4609 -22.362
5 -27.602 -28.082 -29.464 -20.789 -24.002 -19.83 6.0451 -27.523
6 -14.925 -28.981 -33.913 -16.483 -11.751 -19.68 11.915 -35.988
7 -20.923 -31.287 -33.208 -26.661 -15.159 -9.649 6.0535 -32.524
8 -18.333 -28.727 -24.73 -30.886 -10.995 -10.99 8.8926 -30.492
9 -28.254 -28.71 -26.071 -12.238 -11.41 -6.8658 10.672 -29.428
10 -28.707 -28.725 -30.983 -20.142 -17.931 -7.0053 12.215 -21.337
11 -27.058 -28.162 -23.104 -31.667 -26.729 -31.888 6.706 -22.128
12 -23.538 -32.492 -26.676 -6.3538 -3.8629 -10.288 -23.781 -24.55
13 -27.884 -33.164 -22.269 -23.354 6.2218 4.363 17.002 -18.586
14 -23.399 -28.712 -32.349 -23.446 -8.8354 -9.7424 12.026 -24.049
15 -30.829 -22.428 -23.111 -26.595 -20.684 -19.099 7.915 -29.518
16 -18.87 -28.644 -26.319 -30.136 -19.732 -23.596 9.5416 -21.401
17 -22.429 -23.192 -29.865 -19.768 -6.0255 -22.0 -7.014 -30.762
18 -18.137 -24.031 -29.693 9.3198 -13.603 -15.943 2.3284 -14.181
19 -25.711 -28.723 -29.07 -24.353 6.0267 -1.0975 0.23097 -25.737
20 -18.09 -28.928 -26.32 -23.583 -10.331 -28.106 5.8951 -27.124
21 -24.488 -30.596 -34.624 -21.152 -20.113 -17.843 18.384 -32.789
22 -26.039 -18.768 -21.069 -15.169 -14.749 -20.966 10.266 -25.879
23 -20.871 -20.837 -22.078 -24.482 -21.956 -27.94 8.9551 -23.791
24 -28.161 -28.854 -23.004 -21.835 -23.553 -28.301 15.155 -34.85
25 -19.834 -24.41 -26.971 -19.469 -11.358 -18.79 3.7541 -32.995
26 -16.592 -26.6 -31.784 -16.773 -10.648 -17.244 -2.8127 -30.468
27 -32.976 -31.625 -27.207 -17.944 -12.222 -12.202 5.1887 -23.32
28 -28.119 -31.722 -24.108 -28.851 -8.5203 -7.6597 5.111 -11.487
29 -32.406 -22.864 -30.245 -24.052 -25.414 -27.224 16.762 -27.733
30 -27.268 -32.779 -29.438 -24.691 -6.6172 -19.415 5.2021 -27.694
31 -31.606 -31.984 -28.669 -20.663 -25.141 -24.725 12.814 -29.934
32 -21.331 -31.592 -25.295 -23.0 -13.542 -14.371 8.2571 -30.248
