0 -27.653 -28.948 -17.721 -19.932 -12.036 -10.961 -25.902 -31.019
1 -21.364 -27.205 -13.663 -21.135 -11.595 0.68526 -20.72 -18.318
2 -29.182 -30.733 -7.763 -6.1422 -12.082 -3.7779 -30.031 -33.128
3 -27.196 -33.174 12.244 25.499 -9.3798 -7.4873 26.826 -34.956
4 -26.596 -25.59 -13.427 -21.473 -18.674 -21.511 -21.081 -20.27
5 -21.939 -29.697 -15.912 -5.5385 -21.325 -22.095 -22.981 -14.853
6 -27.144 -31.66 13.242 15.768 -8.1274 -10.835 22.002 -27.078
7 -28.239 -18.558 -20.17 -21.182 -29.66 -29.379 -23.425 -15.27
8 -27.279 -19.732 -17.453 2.1227 -12.462 -20.83 -16.94 -32.453
9 -29.483 -24.9 0.61248 -2.5312 -9.318 -10.666 25.128 -28.072
