0 -1.9239e+01 -2.2750e+01 -1.9823e+01 6.9798e+00 -2.0607e+01 -2.1590e+01 7.8273e+00 -1.9901e+01
1 -1.7763e+01 -2.2839e+01 -1.9214e+01 -1.9059e+01 -1.5193e+01 -1.9635e+01 4.6125e+00 -2.3545e+01
2 -2.2456e+01 -2.2240e+01 -2.2973e+01 -1.9698e+01 -1.6653e+01 -1.6128e+01 5.6538e+00 -2.0436e+01
3 -2.1049e+01 -1.6343e+01 -1.8396e+01 -2.5616e+01 -1.5289e+01 -1.1213e+01 9.8215e+00 -2.3373e+01
4 -2.2458e+01 -1.5951e+01 -2.4294e+01 -1.8025e+01 -1.8597e+01 -1.8854e+01 3.7922e+00 -2.0420e+01
5 -1.7383e+01 -2.1031e+01 -2.4378e+01 -1.5913e+01 -1.4051e+01 -1.5150e+01 3.4131e+00 -2.2601e+01
6 -1.6456e+01 -2.2273e+01 -2.0944e+01 -1.8179e+01 -2.1754e+01 -2.0185e+01 -1.9421e+00 -2.0681e+01
7 -2.1661e+01 -2.0365e+01 -2.0703e+01 -1.7301e+01 -9.9540e+00 -1.3204e+01 4.3515e+00 -2.5287e+01
8 -1.4671e+01 -2.2861e+01 -2.1992e+01 -2.5042e+01 -1.5688e+01 -1.7393e+01 9.2232e+00 -2.2003e+01
9 -2.1723e+01 -1.7388e+01 -2.3850e+01 -2.2642e+01 -1.6435e+01 -2.3450e+01 9.0519e+00 -2.1310e+01
10 -1.5438e+01 -1.8007e+01 -1.9027e+01 -6.3896e+00 -4.9916e+00 -7.2821e+00 4.8667e+00 -1.5744e+01
11 -1.6678e+01 -2.0331e+01 -2.4051e+01 -1.1661e+01 -1.9512e+01 -1.6472e+01 1.1576e+00 -2.1936e+01
12 -2.2856e+01 -2.3140e+01 -1.2778e+01 -1.0941e+01 -1.5789e+01 -1.8772e+01 -1.0248e+01 -2.5752e+01
13 -2.3421e+01 -1.9076e+01 -2.2198e+01 -1.7509e+01 -2.0832e+01 -2.3592e+01 6.4830e+00 -2.0916e+01
