0 -8.9665 -9.0376 18.371 18.301 -8.3394 15.211 -6.983 15.78 17.739
1 -5.0242 -4.6748 13.903 19.487 -9.6227 16.744 -4.4139 19.222 19.203
2 -8.5324 -2.058 17.731 17.322 -9.285 6.213 -9.7484 11.367 18.268
3 -9.7116 -9.4671 15.989 -8.8479 -6.1038 14.036 -4.2911 18.865 17.306
4 -9.2528 -9.5909 18.036 13.982 -9.2195 19.11 -9.4533 13.799 17.368
5 -9.309 -2.1555 18.126 15.773 -6.0449 13.663 -2.836 15.36 19.176
6 -2.0575 -9.6569 17.878 18.216 -8.3583 16.024 -8.7389 18.722 18.874
7 -8.6359 -6.0148 18.511 18.935 -2.8868 12.706 0.46862 16.319 18.413
8 -8.8942 -7.3147 -1.6655 7.5119 0.59427 14.81 14.166 14.844 16.789
9 -7.583 -7.0677 19.044 -9.107 -6.7343 14.959 -4.2311 18.075 18.84
