0 -9.0537 -8.5957 -8.3153 -9.0044 -9.5183 17.943 17.723 14.246 14.614
1 -9.0636 -8.7178 -8.4065 -8.7117 -9.4881 18.199 17.751 16.657 14.932
2 -9.1647 -8.5747 -8.6359 -9.2031 -9.6964 18.262 17.574 16.707 12.036
3 -9.0534 -8.6513 -8.4124 -8.8737 -9.6639 18.224 17.124 16.896 12.214
4 -9.0772 -8.6312 -8.112 -8.8945 -9.6488 18.268 16.712 15.888 12.309
5 -9.0313 -8.753 -8.357 -8.6531 -9.7176 18.073 16.774 16.894 14.064
6 -9.2704 -8.9223 -8.1254 -8.8799 -9.7233 17.706 16.962 15.617 14.134
7 -9.1311 -8.6434 -8.5365 -8.6122 -9.5506 18.447 16.585 16.506 13.216
8 -8.9633 -8.5769 -8.3557 -9.047 -9.6098 18.435 17.074 15.398 12.314
9 -8.9665 -8.6994 -8.5143 -8.7466 -9.6205 17.88 16.593 16.212 12.266
